Month,Day,Year,beef_commercial,veal_commercial,pork_commercial,lamb_commercial,total_red_commercial,beef_federal,veal_federal,pork_federal,lamb_federal,total_red_federal,broilers_federal,chicken_federal,turkey_federal,total_poultry_federal,total_meat_federal
2,1,2024,2168.5,3.6,2371.2,10.9,4554.2,2135,3.4,2361.4,9.8,4509.6,3734.3,44.4,423.9,4213.3,8722.9
1,1,2024,2280.8,3.9,2472.7,10.6,4768,2246.1,3.8,2462.4,9.6,4721.9,4051.4,47.4,435.2,4547.6,9269.5
12,1,2023,2189.9,3.9,2342,10.7,4546.4,2159,3.7,2332.4,9.5,4504.7,3616.2,41.5,393,4063.1,8567.8
11,1,2023,2280.9,4.3,2388.2,11.2,4684.5,2247.3,4.1,2377.4,10.1,4638.9,3817.3,44.5,449.2,4324,8962.9
10,1,2023,2340.9,4.2,2418.5,11.3,4774.8,2300.8,4,2406.2,9.8,4720.8,4177.3,51,500.5,4742.1,9462.9
9,1,2023,2149.4,3.6,2186.2,10.2,4349.4,2114.6,3.5,2175.5,8.6,4302.2,3806.5,49.3,431.3,4299.6,8601.8
8,1,2023,2363.5,4.2,2295,10.5,4673.3,2329.5,4.1,2282.4,8.9,4624.9,4156.8,58.6,490,4717.8,9342.7
7,1,2023,2107.9,3.8,2006.8,9.5,4128.1,2077.2,3.6,1996.8,8.1,4085.8,3717.6,50.9,434,4214.5,8300.3
6,1,2023,2335,3.9,2201.6,10.9,4551.4,2300.7,3.8,2191.9,9.5,4505.9,3956.6,52.9,493.7,4516.2,9022.1
5,1,2023,2305.8,4.2,2271.3,11.4,4592.7,2269.3,4.1,2261.4,9.9,4544.6,4043.4,52.7,487.9,4596.6,9141.2
4,1,2023,2069.4,3.6,2119.4,11,4203.4,2034.8,3.5,2110.3,9.7,4158.2,3546.1,44,428.7,4030.2,8188.4
3,1,2023,2404.8,4.2,2488.2,12.7,4909.8,2367.3,4.1,2478.3,11.7,4861.3,3992.2,51.9,484.2,4540.3,9401.6
2,1,2023,2092.2,3.8,2157,10.1,4263.1,2059.4,3.7,2148.3,9.3,4220.7,3585,43.8,419.2,4059.2,8279.9
1,1,2023,2324.6,4.4,2425.4,10.2,4764.5,2287.4,4.3,2415.5,9.2,4716.4,3971.9,46.5,445.2,4476.1,9192.5
12,1,2022,2225.6,4.5,2230.1,11,4471.1,2193.7,4.4,2220.4,9.8,4428.4,3852.9,47.4,414.2,4327.1,8755.5
11,1,2022,2422,4.5,2350.4,11.1,4788.1,2387.6,4.4,2340.7,10,4742.7,3940.9,45.8,428.2,4426.6,9169.3
10,1,2022,2404.3,4.5,2338.3,10.5,4757.6,2363.1,4.4,2326.4,9,4702.9,4068.5,48.2,467.3,4596.4,9299.3
9,1,2022,2390.1,4.3,2259.4,10.8,4664.7,2350.6,4.2,2247.7,9.6,4612.1,4000.5,50.7,420.6,4483.6,9095.7
8,1,2022,2506,4.7,2303.8,11.7,4826.2,2466.9,4.5,2291.1,10.3,4772.8,4211,55.3,449.2,4727.4,9500.2
7,1,2022,2247.8,4.1,1970.6,10.4,4233,2214.4,4,1960.5,8.9,4187.8,3684.8,45.7,393.9,4134.4,8322.2
6,1,2022,2456,4.6,2255.6,11.5,4727.7,2415.1,4.5,2245.1,10.2,4674.8,3934.9,52.4,442.3,4440.9,9115.7
5,1,2022,2288.9,4.4,2181.6,10.8,4485.8,2250.1,4.3,2171.9,9.6,4436,3778.9,47.4,412.8,4249.4,8685.4
4,1,2022,2326.7,4.5,2201.3,12.3,4544.9,2289.5,4.4,2192,10.8,4496.7,3564.9,43.5,420.3,4040.7,8537.4
3,1,2022,2506.7,4.9,2456.1,12.4,4980.1,2464.6,4.8,2445.3,11.2,4925.9,3995,49.5,507.8,4565.1,9491
2,1,2022,2250.2,4.2,2168.1,9.2,4431.8,2214.1,4.1,2158.9,8.1,4385.3,3484.5,42.6,422.9,3960.9,8346.2
1,1,2022,2266.4,4.6,2280.3,9.9,4561.1,2228.9,4.5,2270.6,8.9,4512.8,3690.3,42.6,443,4187.6,8700.4
12,1,2021,2362.5,5.3,2404.1,11.7,4783.6,2326.8,5.1,2393.8,10.5,4736.2,3700.1,44.7,427.6,4183.9,8920.1
11,1,2021,2380.1,4.6,2408.7,12.1,4805.4,2342.8,4.5,2397.9,10.9,4756.1,3665.3,40.6,453.3,4170.1,8926.2
10,1,2021,2363.5,4.6,2372.1,11.4,4751.6,2324.9,4.4,2360,10.1,4699.5,3827.8,44.3,485.5,4369.5,9069
9,1,2021,2300,4.4,2266,10.7,4581.1,2259.7,4.3,2253.6,9.2,4526.9,3928.5,45.8,470.5,4455.8,8982.7
8,1,2021,2360.6,4.3,2214.5,10.3,4589.7,2324,4.2,2201.2,8.8,4538.1,3902,47,474.2,4434.1,8972.2
7,1,2021,2318.6,3.9,2049.5,10.8,4382.9,2284.6,3.8,2039.4,9.2,4337,3750.4,48,458.6,4267.3,8604.3
6,1,2021,2400.7,4.1,2254.2,11.4,4670.3,2360,4,2243.9,9.9,4617.9,3923.6,50.3,487.5,4472.1,9090
5,1,2021,2213.9,3.6,2070,11,4298.6,2173.2,3.5,2059.9,9.6,4246.3,3611.6,44.9,451,4117.3,8363.6
4,1,2021,2348.6,4.3,2343.9,13.6,4710.4,2307.3,4.1,2332.9,12,4656.3,3696.7,44.8,460.6,4211.9,8868.2
3,1,2021,2481.7,4.9,2548.6,14,5049.2,2438.8,4.7,2536.4,12.7,4992.7,4009.5,46.3,521.9,4588.1,9580.8
2,1,2021,2107.6,4.7,2265.5,10.8,4388.6,2070.7,4.6,2255.2,9.7,4340.2,3270.8,39.8,420.6,3740.4,8080.6
1,1,2021,2310.4,4.6,2477.6,10.5,4803.1,2271.8,4.5,2466.2,9.4,4751.9,3613,40.8,447.1,4110.9,8862.8
12,1,2020,2327.4,5.6,2510.4,12,4855.5,2291.8,5.5,2499.3,10.7,4807.3,3720.2,42.5,470.3,4243.4,9050.7
11,1,2020,2267.3,4.9,2406.2,10.7,4689.1,2232.3,4.7,2395.1,9.3,4641.5,3478.1,40,458.1,3985,8626.5
10,1,2020,2474.2,5.3,2598.6,10.6,5088.8,2431.9,5.2,2585.8,9.2,5032.1,3848.9,49,522.8,4429.9,9462
9,1,2020,2356.5,4.9,2336,10.9,4708.2,2315.3,4.7,2322.5,9.4,4652,3878.4,48.5,473.8,4409.4,9061.4
8,1,2020,2335.6,5,2341,10.9,4692.5,2298,4.8,2326.8,9.5,4639,3733.9,48.1,474.9,4265.9,8904.9
7,1,2020,2423.2,5.8,2371.4,12.2,4812.6,2384.5,5.6,2358.3,10.6,4759,3745.8,49.7,505.1,4308.1,9067.1
6,1,2020,2375.7,5.6,2400.9,12.5,4794.6,2334.7,5.4,2386.1,11.3,4737.4,3780,46.5,500.7,4334.7,9072.1
5,1,2020,1865.6,5.2,1880.9,12.6,3764.3,1827.6,5,1865.4,11.3,3709.3,3560.1,43.7,427.5,4039.7,7749
4,1,2020,1817.3,4.8,2031.6,11.1,3864.9,1782,4.6,2019.4,9.9,3815.9,3600.3,46.1,441.3,4098.9,7914.8
3,1,2020,2411.2,5.8,2566.5,12.3,4995.7,2379.2,5.6,2555.2,11.3,4951.3,3862.1,47.1,507,4428.8,9380.1
2,1,2020,2131.3,5.1,2306.4,10.7,4453.5,2104.2,5,2296.8,9.7,4415.7,3418.5,41.6,446.7,3917.5,8333.2
1,1,2020,2388.4,6.4,2553.3,11.9,4960,2356.8,6.2,2543.1,10.9,4917,3957.1,46.6,514.9,4531.8,9448.8
12,1,2019,2265.1,6.5,2443.1,12.1,4726.8,2239.2,6.4,2432.8,11,4689.4,3647.3,41.8,446.7,4148.9,8838.3
11,1,2019,2296.9,6.1,2428.6,11.3,4742.9,2271.9,5.9,2419,10.2,4707,3427.1,42.5,469.2,3950.1,8657.1
10,1,2019,2439.3,7.1,2606.4,12.8,5065.6,2403.9,6.9,2593.4,11.5,5015.6,4100.1,46.5,551.3,4711.4,9727
9,1,2019,2188.6,6.1,2237.1,10.9,4442.7,2160.6,5.9,2225.4,9.7,4401.6,3680.5,47.4,460.8,4200.5,8602.1
8,1,2019,2373.4,6,2257.9,12.7,4650,2346.5,5.8,2245.2,11.1,4608.6,3845.9,49.2,501,4407.7,9016.3
7,1,2019,2360.7,6.3,2210.8,12,4589.8,2335.2,6.2,2199.1,10.7,4551.1,3875.3,40.8,491.6,4419.2,8970.3
6,1,2019,2227.1,5.7,2127.8,11.4,4372,2199.7,5.6,2118.3,10.3,4333.8,3526.6,45,474.7,4057.5,8391.3
5,1,2019,2328,6.3,2218.9,13.5,4566.6,2300.9,6.2,2208.9,12.1,4528,3827.9,46.1,492.4,4377.9,8905.9
4,1,2019,2261.7,6,2268.7,15.2,4551.6,2234,5.9,2258.2,13.7,4511.7,3590.1,42.6,483.6,4128.4,8640.1
3,1,2019,2117.1,5.8,2297,13,4432.9,2090,5.6,2286.4,12.1,4394.2,3409.8,41.7,477.5,3940.6,8334.8
2,1,2019,1987.1,6.1,2167.5,11.1,4171.9,1960.8,6,2157.3,10.1,4134.2,3263.1,39.2,458.2,3772.4,7906.6
1,1,2019,2309.6,6.5,2373.7,12.5,4702.4,2278.7,6.4,2362.7,11.4,4659.2,3711.3,45.7,510.5,4280.5,8939.7
12,1,2018,2116,6.5,2231.5,13.2,4367.2,2091.4,6.3,2221.1,11.9,4330.7,3228.7,36.8,448.1,3726.2,8056.9
11,1,2018,2315.1,6.7,2348,12.9,4682.7,2288.6,6.6,2337.4,11.8,4644.4,3450.7,44.5,497.4,4004.5,8648.9
10,1,2018,2430.6,7.2,2450.5,13.1,4901.4,2395.7,7,2436.6,11.9,4851.3,3909,50.9,572.9,4546.8,9398.1
9,1,2018,2157.5,6,2012.9,11.4,4187.8,2129.1,5.9,2000.4,10.1,4145.5,3417.9,42.1,428.2,3898.9,8044.4
8,1,2018,2429.6,6.5,2316.3,13.5,4765.9,2401.6,6.3,2302.5,11.9,4722.3,3892.3,53.6,517,4474.6,9196.9
7,1,2018,2231.6,6.1,1985.5,12.1,4235.3,2205.8,6,1973.9,11,4196.6,3629.5,48.3,485.7,4174.9,8371.5
6,1,2018,2300.9,5.8,2008.6,12.4,4327.6,2274.9,5.7,1998.7,11.2,4290.6,3492.8,49.1,485.4,4038.5,8329.1
5,1,2018,2307,6.4,2174.4,13.7,4501.5,2279.9,6.2,2164,12.5,4462.6,3738,46.8,510.1,4306.9,8769.5
4,1,2018,2117.7,6.1,2141.9,12.5,4278.2,2089.4,5.9,2131.4,11.5,4238.3,3456.3,42.9,481.7,3992.5,8230.8
3,1,2018,2203.5,6.1,2296.8,14.1,4520.5,2174.7,5.9,2285.2,13.3,4479.1,3489.7,42.8,481.7,4026.4,8505.5
2,1,2018,1983.9,5.8,2058.1,11.7,4059.5,1956.4,5.6,2047.1,10.8,4019.9,3256.7,38.8,460.3,3767,7786.9
1,1,2018,2279,6.6,2290.1,12.7,4588.5,2248.4,6.5,2278.7,11.7,4545.3,3639,42.9,509.5,4204.5,8749.8
12,1,2017,2148.4,6.6,2235,12.8,4402.7,2123,6.4,2224.1,11.8,4365.3,3324.8,41.2,461.1,3838.2,8203.5
11,1,2017,2290.6,6.4,2244.8,12.4,4554.2,2265.8,6.3,2233.5,11.4,4517,3437.3,45.4,517.2,4012.1,8529.1
10,1,2017,2303,6.4,2316.5,11.9,4637.8,2270.1,6.2,2302.5,10.9,4589.7,3709.5,48.3,554.2,4324.2,8913.9
9,1,2017,2225.6,6.1,2164.9,11.3,4407.8,2195,5.9,2151.2,10.1,4362.2,3429.9,43.7,467.9,3952.6,8314.8
8,1,2017,2402.1,6.4,2210.5,12.9,4631.9,2373.7,6.2,2196.1,11.6,4587.6,3763.6,50.7,543.1,4369.2,8956.8
7,1,2017,2107.9,5.7,1864.9,11,3989.4,2084.2,5.5,1853.2,9.9,3952.9,3357.6,43.1,467.5,3878.8,7831.7
6,1,2017,2280.3,6.3,2053.2,12.4,4352.3,2254.6,6.2,2042.2,11.3,4314.3,3542.5,49.2,522.2,4125.1,8439.4
5,1,2017,2163.4,6.3,2095.9,11.8,4277.5,2135.7,6.1,2083.8,10.5,4236.2,3647.9,45.9,523.2,4228.2,8464.4
4,1,2017,1963.1,5.8,1988.2,11.5,3968.7,1936.9,5.7,1976.9,10.4,3929.9,3216.3,39.8,436.2,3702.6,7632.5
3,1,2017,2249.7,6.4,2267.6,13.7,4537.5,2220.2,6.3,2254.6,12.7,4493.8,3582.2,45.2,530.6,4169.9,8663.7
2,1,2017,1933.9,5.6,1987.6,11.2,3938.3,1906.7,5.5,1976.3,10.4,3898.9,3153.8,40.2,458.4,3663.1,7562
1,1,2017,2119.3,6.3,2154.8,12.3,4292.7,2089.7,6.2,2142.1,11.4,4249.5,3496.9,42.8,498.8,4051.2,8300.7
12,1,2016,2173.3,6.8,2209.1,13.1,4402.3,2146.8,6.6,2196.4,12.1,4362,3311.5,42.4,478.8,3845.5,8207.5
11,1,2016,2240.2,6.7,2240.3,12.2,4499.4,2215.5,6.5,2228.2,11.3,4461.5,3336.9,44.9,514.7,3908.5,8370
10,1,2016,2211.2,6.6,2198.3,11.7,4427.7,2180.2,6.5,2184,10.7,4381.3,3417.1,44.6,517.9,3991.2,8372.5
9,1,2016,2181.5,6.2,2126.3,12.1,4326.1,2153.4,6,2112.7,10.9,4283,3454.8,47.3,496.4,4010,8293
8,1,2016,2265.8,6.1,2149.6,12.5,4434.1,2238.6,5.9,2134.5,11.5,4390.5,3637.3,53,539.1,4241.5,8632
7,1,2016,2024.2,5.6,1824.5,11.4,3865.8,2002.4,5.5,1812.7,10.5,3831.1,3246.2,43.7,479.2,3779.2,7610.3
6,1,2016,2193,6.4,2013.5,13.3,4226.2,2168.7,6.3,2002,12.1,4189.1,3484.8,49,535.4,4079.7,8268.8
5,1,2016,2030.2,6,1949,13,3998.2,2005.7,5.8,1936.9,12,3960.4,3466.4,45,500,4022.3,7982.7
4,1,2016,1964,6,2000.2,12.9,3983,1939.8,5.9,1988.3,11.8,3945.8,3302.1,43.8,484.8,3842.1,7787.9
3,1,2016,2097.3,6.4,2145.2,14.3,4263.2,2069.5,6.2,2131.8,13.2,4220.8,3525.8,49.6,503.9,4091.7,8312.5
2,1,2016,1886,6.1,2000.9,12.5,3905.5,1859.7,6,1988.7,11.6,3866,3256.7,43.3,454.6,3765.8,7631.8
1,1,2016,1954.2,6.7,2084.2,11.2,4056.2,1927.7,6.6,2072.7,10.3,4017.3,3256.8,41.8,476.5,3786.9,7804.2
12,1,2015,2046.3,7.8,2207.2,13.2,4274.5,2020.5,7.7,2194.5,12.3,4234.9,3334.5,44.2,461.2,3852.9,8087.8
11,1,2015,1936.1,7.1,2080.8,11.8,4035.7,1911.2,6.9,2068.9,10.9,3997.9,3135.4,38.8,470.7,3656.3,7654.2
10,1,2015,2126.3,7.2,2169.2,11.9,4314.6,2096.5,7.1,2155.5,10.9,4270,3466.8,47.6,525.9,4052.4,8322.4
9,1,2015,2086.6,6.8,2035.9,12.3,4141.7,2060.2,6.7,2022.1,11,4100.1,3486.3,45.6,452.3,3995.9,8096
8,1,2015,1934.9,6.5,1949.1,11.7,3902.2,1911,6.3,1935.8,10.6,3863.8,3417.5,42.9,450.3,3921.5,7785.3
7,1,2015,2046.8,6.9,1972.9,12.9,4039.5,2023.4,6.8,1960.5,11.8,4002.5,3468.7,44.6,448.5,3973.4,7975.9
6,1,2015,2001.6,7,1995.9,13.5,4018,1977.6,6.9,1984.5,12.3,3981.4,3428.4,45.6,458.3,3944,7925.4
5,1,2015,1925.5,6.6,1861.9,11.9,3806,1902.6,6.5,1851.3,11.1,3771.4,3246.5,40.4,434,3731.8,7503.2
4,1,2015,1928.8,6.6,2066.9,13.7,4016,1903.9,6.5,2055,12.8,3978.1,3346.3,46.4,496.6,3901.6,7879.7
3,1,2015,1933.3,6.9,2111.8,14.3,4066.3,1907.2,6.8,2099.1,13.5,4026.6,3389,43.9,501.9,3947.1,7973.7
2,1,2015,1768.1,6.3,1945.2,11.5,3731.1,1744.6,6.2,1934.6,10.8,3696.2,3000.8,41.2,434.5,3486.9,7183.1
1,1,2015,1963.5,6.8,2104.5,11.7,4086.5,1936.2,6.7,2093.5,11,4047.5,3328.1,41.4,492.3,3873.6,7921.1
12,1,2014,2000.2,7.7,2114.3,13.4,4135.5,1973.4,7.5,2103.1,12.6,4096.6,3348.5,44.3,474.9,3880.5,7977.1
11,1,2014,1849.5,6.5,1890.2,11.5,3757.7,1825.4,6.3,1880.4,10.6,3722.8,2939.9,36.1,480.8,3467.3,7190.1
10,1,2014,2171.1,7.8,2126.4,13.4,4318.6,2138.6,7.6,2113.7,12.3,4272.1,3525.2,47.4,561.6,4146.8,8418.9
9,1,2014,2068.4,7.2,1871.9,12.3,3959.9,2041,7.1,1860,11.3,3919.3,3306.6,45.1,493.5,3856.3,7775.6
8,1,2014,2023.5,7.1,1752.2,11.7,3794.5,1999,6.9,1740.2,10.6,3756.7,3197.6,45.9,483.8,3737.9,7494.6
7,1,2014,2087.4,7.8,1799.8,13.9,3908.9,2060.8,7.7,1788.3,12.8,3869.5,3331.1,44.2,500.4,3887.2,7756.7
6,1,2014,2069,7.6,1734,13.4,3823.9,2044.1,7.4,1723.9,12.4,3787.9,3205.6,43.5,486,3745.4,7533.3
5,1,2014,2071.7,7.8,1859.1,13.9,3952.4,2046.8,7.6,1849,13,3916.5,3201.2,45.9,471,3729,7645.5
4,1,2014,2043.1,8.4,1911,15.2,3977.7,2017.5,8.3,1899.4,14.3,3939.4,3210.9,44.4,471.2,3738,7677.4
3,1,2014,1937,8.7,1854.4,13.2,3813.3,1911.9,8.6,1843.7,12.6,3776.7,3098.6,41.5,457.1,3607.3,7384
2,1,2014,1788.4,8.2,1844.2,11.6,3652.3,1762.2,8,1833.7,10.9,3614.9,3015,39.7,421.4,3486.2,7101.1
1,1,2014,2140.9,9.3,2085.7,12.4,4248.3,2111.5,9.2,2074.3,11.7,4206.7,3185.1,43.2,454,3693.1,7899.8
12,1,2013,2047.3,9.8,2065.4,13,4135.6,2019.1,9.7,2053.9,12.3,4095,3093.3,40.1,423,3568.1,7663.1
11,1,2013,2057.6,9.1,2039.9,11.8,4118.4,2030.9,8.9,2028.9,11.1,4079.8,2968.3,35.9,479.3,3493,7572.8
10,1,2013,2318.2,9.9,2169,13.1,4510.2,2283.8,9.7,2154.7,11.9,4460.1,3475.3,46.8,518.1,4051.8,8511.9
9,1,2013,2073.8,8.6,1842.9,11.7,3937,2047.1,8.4,1830.1,10.8,3896.4,3108,44.7,440.6,3603.2,7499.6
8,1,2013,2241.2,9,1938.4,13.8,4202.4,2215.6,8.8,1924.1,12.8,4161.3,3296.2,50.3,485,3841.6,8002.9
7,1,2013,2294.1,9.6,1840.3,14.2,4158.2,2268.3,9.4,1827.1,13.1,4117.8,3278.9,47.1,514.5,3850.9,7968.7
6,1,2013,2157,8.4,1676.3,12.7,3854.5,2132.2,8.3,1665.1,12,3817.5,3002,42.9,473.4,3527.6,7345.1
5,1,2013,2227.6,9.1,1898.9,14.5,4150,2201.5,8.9,1887.8,13.4,4111.6,3270.1,46.2,508,3834.3,7945.9
4,1,2013,2128.6,9.1,1940.8,13.4,4091.9,2101.1,8.9,1928.9,12.5,4051.4,3194.1,45.5,504.6,3754.8,7806.2
3,1,2013,2039.8,9.2,1932,13.8,3994.9,2012.3,9,1920.4,13.1,3954.7,2999.2,38,472.7,3520.1,7474.8
2,1,2013,1873.4,9,1778.4,11.5,3672.4,1845,8.8,1766.7,10.9,3631.3,2877.6,39.2,461.7,3388.3,7019.6
1,1,2013,2261.3,10.5,2064.9,12.4,4349,2227.9,10.2,2052.1,11.7,4302,3267.1,46.6,524.6,3849,8151
12,1,2012,2020.1,9.8,1954.2,12.8,3997,1992.3,9.6,1940.5,11.9,3954.4,2853.7,36.3,441.5,3342.1,7296.5
11,1,2012,2207.5,10.1,2079.2,12.5,4309.2,2178.8,9.8,2065.1,11.6,4265.3,3008.5,37.7,515.3,3571.8,7837.1
10,1,2012,2344.8,10.3,2210.7,14.3,4580.1,2307.6,10,2194.9,13.3,4525.8,3335.5,43.8,579.9,3970.4,8496.2
9,1,2012,2015.5,8.8,1911.2,12.5,3948.1,1986.1,8.6,1896.9,11.8,3903.4,2927.1,43.7,453.1,3433,7336.4
8,1,2012,2368.6,10.1,1998.1,14.2,4391.1,2338.6,9.9,1983,13.4,4344.8,3317.5,51,530.1,3909.1,8253.9
7,1,2012,2201.4,9.5,1721.9,12.5,3945.2,2176.8,9.2,1708.7,11.8,3906.5,3127,43.4,497.2,3676.7,7583.2
6,1,2012,2250.7,8.9,1750.5,12.4,4022.5,2225.8,8.7,1738.5,11.8,3984.9,3105.3,49.2,506.6,3670.9,7655.8
5,1,2012,2231.9,10.4,1926.8,13.6,4182.7,2206.4,10.1,1913.9,12.9,4143.3,3281.8,47.7,519.9,3860,8003.3
4,1,2012,1990.6,9.9,1841.9,12.9,3855.2,1964,9.6,1829.2,12.2,3815,2993.8,41.6,478,3523.4,7338.4
3,1,2012,2159.5,10,1987.7,14.2,4171.4,2133.3,9.7,1975.1,13.6,4131.8,3043.8,40.1,502.1,3596.1,7727.9
2,1,2012,2008.9,9.8,1883,12.3,3914.1,1981.2,9.6,1870.1,11.8,3872.7,2953.6,38.8,466.8,3469.2,7341.9
1,1,2012,2113.1,10.4,1987.3,12.1,4123,2081.7,10.2,1974.1,11.6,4077.6,3091.8,43.2,476.7,3622.3,7699.9
12,1,2011,2126.3,10.8,2065.6,12.5,4215.1,2096.4,10.5,2052.6,11.8,4171.3,2857.5,41.4,458.9,3368.9,7540.2
11,1,2011,2148.8,10.8,2086.7,12.6,4258.9,2119.8,10.5,2073.6,11.8,4215.8,2907.1,39.8,511.4,3468.9,7684.7
10,1,2011,2215.1,10.6,2033.2,11.7,4270.6,2181.2,10.3,2018.8,11,4221.3,3096.8,43.4,524.5,3675.8,7897.1
9,1,2011,2215.2,10.7,1954.4,11.8,4192.1,2185.7,10.4,1939.2,11.1,4146.4,3180.4,47,473.2,3710.8,7857.2
8,1,2011,2386.9,11.4,1892.1,13.1,4303.4,2358.1,11.1,1876.2,12.3,4257.8,3330.3,49.9,501.3,3892.1,8149.9
7,1,2011,2134.1,10.1,1637.1,10.9,3792.3,2110.6,9.9,1625.3,10.2,3755.9,3030.9,46.2,448.1,3533.8,7289.7
6,1,2011,2375,11.2,1820,12.6,4218.8,2347.1,11,1807.1,11.8,4177,3284.6,49.3,519.3,3863.5,8040.5
5,1,2011,2131.9,10.3,1759.7,12.9,3914.8,2105.4,10,1747.3,12.3,3875,3251.1,42.9,496.4,3800.7,7675.7
4,1,2011,2052.5,10.2,1790.7,14.4,3867.8,2026.1,10,1778.6,13.7,3828.4,2973.5,40.3,455.6,3479.2,7307.6
3,1,2011,2266.2,12.1,2054.4,14.1,4346.7,2236.7,11.8,2040.1,13.6,4302.2,3310.4,44.1,503.1,3868.2,8170.4
2,1,2011,2020.4,10.5,1768.1,10.9,3810,1994.1,10.2,1756.1,10.5,3771,2852.4,37.4,435.6,3334.6,7105.6
1,1,2011,2122.9,10.8,1896.2,11.2,4041.1,2093.1,10.5,1884.2,10.7,3998.5,3127.5,39.8,463,3640.7,7639.2
12,1,2010,2270.9,11.7,2055.4,14.9,4352.9,2240.2,11.4,2041.1,14,4306.7,3175,44.1,461.4,3691.5,7998.2
11,1,2010,2235.5,11.3,2068,14.4,4329.3,2206.5,11,2055,13.5,4286.1,3124.4,40.3,520.5,3695.6,7981.7
10,1,2010,2234.9,11.4,2002.7,13.1,4262.1,2201.3,11,1988.8,12.3,4213.5,3183.7,41,524.3,3759.6,7973.1
9,1,2010,2252.2,11.3,1883.5,13.1,4160,2222.1,11,1867.8,12.1,4113,3238.3,45.6,467.1,3762,7875
8,1,2010,2286.6,11.2,1815.3,12.8,4126,2258.5,10.9,1800.9,11.9,4082.2,3200,47.5,481.1,3738.8,7821
7,1,2010,2229.6,10.9,1702.2,12.8,3955.6,2204.3,10.7,1689.8,11.9,3916.7,3057.7,44.9,466.9,3579.1,7495.8
6,1,2010,2320,10.7,1831.7,14.1,4176.6,2290.8,10.4,1818.7,13.3,4133.3,3139.7,43.7,489.5,3682.8,7816.1
5,1,2010,2087.2,10.1,1621.3,12.6,3731.2,2060.7,9.8,1608.7,11.8,3691,3020,40.2,438.8,3508.2,7199.2
4,1,2010,2139.2,11.1,1849.1,12.9,4012.4,2110.8,10.8,1835.9,12.3,3969.7,3038.3,40.7,455.1,3543.9,7513.6
3,1,2010,2211.2,12.2,2040.1,17.7,4281.1,2180.7,11.9,2025.1,17,4234.8,3162,43.4,490,3705.3,7940.1
2,1,2010,1955.2,10.7,1757.5,12.4,3735.8,1927.2,10.5,1745,11.9,3694.5,2739.5,34.7,425.4,3208.5,6903
1,1,2010,2081.8,11.6,1809.7,12.8,3916,2051.1,11.3,1797.8,12.2,3872.4,2831.2,37.8,424.2,3302.1,7174.5
12,1,2009,2134.4,13.1,1985.3,15.9,4148.7,2102.5,12.8,1969.6,15,4099.9,2966.2,38.4,456.3,3471.3,7571.2
11,1,2009,2016.1,11.7,1921.7,14.3,3963.9,1988.1,11.5,1908.4,13.5,3921.4,2788.8,34.1,477.5,3309.8,7231.2
10,1,2009,2275.7,12.2,2089,14.3,4391.2,2239.2,11.9,2073.6,13.4,4338.2,3071.9,44.6,508.3,3634.9,7973.1
9,1,2009,2234.1,11.7,2002.1,14.8,4262.7,2202.4,11.4,1986.4,13.9,4214.2,3064.3,43.1,467.9,3585.4,7799.6
8,1,2009,2184.2,10.6,1868.9,13.3,4077,2155.4,10.3,1853.5,12.6,4031.8,3012.1,44.8,463.4,3529.2,7561
7,1,2009,2271.2,10.9,1828.5,13.9,4124.5,2243.3,10.6,1814.1,13.1,4081,3095.5,47.7,485.6,3638.2,7719.2
6,1,2009,2289,11.5,1847.7,13.8,4162.1,2260.1,11.2,1834.2,12.9,4118.4,3050.6,45.1,493.7,3598.8,7717.2
5,1,2009,2179.4,10.3,1716.8,13,3919.5,2151.3,10,1704.6,12.3,3878.1,2890.4,40.6,451,3390.9,7269
4,1,2009,2133.4,11.2,1925,15.5,4085,2102.1,11,1910.8,14.7,4038.6,2997.7,43.8,475,3525.7,7564.3
3,1,2009,2144,12.2,1969.7,15.9,4141.9,2112.6,12,1955.2,15.3,4095.1,2997,42.5,471.4,3520.5,7615.6
2,1,2009,1986,11,1817.3,12.7,3827,1954.5,10.8,1803.5,12.2,3780.9,2704.3,37.1,444.1,3193.6,6974.5
1,1,2009,2117.9,12,2027,13.3,4170.1,2086.4,11.7,2012.9,12.8,4123.8,2871.6,38.3,469.2,3388.4,7512.2
12,1,2008,2082,13.3,2052.1,15.4,4162.9,2051.3,13,2036.8,14.5,4115.6,2931.5,39.8,492.1,3474.1,7589.7
11,1,2008,1959.3,11.3,1886.1,12.8,3869.5,1933.1,11,1873.7,12.2,3830,2662.7,38.6,508.5,3218.7,7048.7
10,1,2008,2340.9,13.5,2159.9,15,4529.3,2305.4,13.2,2144.1,14.2,4476.9,3270.6,50.6,581.8,3913.7,8390.6
9,1,2008,2269.9,12.8,1975.8,14.5,4272.9,2239,12.5,1960.1,13.6,4225.2,3149.7,49,515.4,3724.7,7949.9
8,1,2008,2266.8,11.2,1803.9,13.3,4095.2,2238.8,11,1787.9,12.5,4050.2,3080.5,47.9,506.9,3644.5,7694.7
7,1,2008,2371.6,12.3,1852.5,13.7,4250.1,2341.9,12.1,1837.4,13,4204.3,3226.7,51.1,546,3833.7,8038
6,1,2008,2263.4,11.7,1761.8,13.1,4050,2234.2,11.5,1747.9,12.5,4006.2,3077.3,49.8,522,3658.1,7664.3
